"IO_TYPE","IO_REASON","IO_QTY","LOT_QTY","LOT_FQTY","ITEM_TYPE","ITEM_UNIT_PRICE","STOCK_PREV_QTY","STOCK_AVAIL_QTY","STOCK_RESERVE_QTY","RESERVE_RATE","IO_MONTH","IO_WEEKDAY","RISK_LEVEL"
IN,생산,61775,61775,0,20,80,221564,175756,45808,20.67,"10","4",WARNING
OUT,폐기,22023,61775,0,20,80,221564,175756,45808,20.67,"10","1",HIGH
IN,생산,12408,12408,0,20,455,20794,17520,3274,15.74,"10","5",WARNING
IN,생산,11178,11178,0,20,455,21710,17156,4554,20.98,"10","4",WARNING
IN,생산,10453,10453,0,20,525,17850,16105,1745,9.78,"10","5",WARNING
IN,생산,8119,8119,0,20,595,17167,15292,1875,10.92,"10","5",WARNING
IN,생산,11653,11653,0,20,475,450470,374442,76028,16.88,"10","5",LOW
IN,생산,10497,10497,0,20,475,442526,344750,97776,22.09,"10","5",LOW
IN,생산,9817,9817,0,20,545,430346,328042,102304,23.77,"10","5",LOW
IN,생산,7531,7624,0,20,615,440790,367894,72896,16.54,"10","5",LOW
OUT,판매,910,1079,169,30,4950,43776,36605,7171,16.38,"10","6",LOW
IN,생산,1079,1079,169,30,4950,43776,36605,7171,16.38,"10","5",LOW
OUT,판매,815,972,157,30,4950,41184,32896,8288,20.12,"10","1",LOW
IN,생산,972,972,157,30,4950,41184,32896,8288,20.12,"10","5",LOW
OUT,판매,736,909,173,30,5650,43301,35882,7419,17.13,"10","1",LOW
IN,생산,909,909,173,30,5650,43301,35882,7419,17.13,"10","5",LOW
OUT,판매,603,706,100,30,6350,42284,36873,5411,12.8,"10","1",LOW
IN,생산,703,706,100,30,6350,42284,36873,5411,12.8,"10","5",LOW
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"10","5",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"10","5",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"10","5",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"10","5",WARNING
IN,생산,45825,45825,0,20,35,229143,194551,34592,15.1,"10","5",WARNING
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"10","3",WARNING
IN,생산,94412,94412,0,20,60,263480,248999,14481,5.5,"10","5",WARNING
IN,생산,85050,85050,0,20,60,230524,211757,18767,8.14,"10","5",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"10","3",LOW
IN,생산,79537,79537,0,20,70,226216,187441,38775,17.14,"10","5",WARNING
OUT,폐기,5844,79537,0,20,70,226216,187441,38775,17.14,"10","2",HIGH
IN,생산,61775,61775,0,20,80,221564,175756,45808,20.67,"10","5",WARNING
OUT,폐기,4942,61775,0,20,80,221564,175756,45808,20.67,"10","2",HIGH
IN,생산,12408,12408,0,20,455,20794,17520,3274,15.74,"10","5",WARNING
IN,생산,11005,11178,0,20,455,21710,17156,4554,20.98,"10","6",WARNING
IN,생산,10453,10453,0,20,525,17850,16105,1745,9.78,"10","6",WARNING
IN,생산,8119,8119,0,20,595,17167,15292,1875,10.92,"10","6",WARNING
IN,생산,11653,11653,0,20,475,450470,374442,76028,16.88,"10","6",LOW
IN,생산,10497,10497,0,20,475,442526,344750,97776,22.09,"10","6",LOW
IN,생산,9817,9817,0,20,545,430346,328042,102304,23.77,"10","6",LOW
IN,생산,7513,7624,0,20,615,440790,367894,72896,16.54,"10","6",LOW
OUT,판매,954,1079,125,30,4950,43776,36605,7171,16.38,"10","4",LOW
IN,생산,1079,1079,125,30,4950,43776,36605,7171,16.38,"10","6",LOW
OUT,판매,804,972,168,30,4950,41184,32896,8288,20.12,"10","3",LOW
IN,생산,972,972,168,30,4950,41184,32896,8288,20.12,"10","6",LOW
OUT,판매,742,909,167,30,5650,43301,35882,7419,17.13,"10","6",LOW
IN,생산,909,909,167,30,5650,43301,35882,7419,17.13,"10","6",LOW
OUT,판매,632,706,74,30,6350,42284,36873,5411,12.8,"10","7",LOW
IN,생산,706,706,74,30,6350,42284,36873,5411,12.8,"10","6",LOW
IN,구매,1500000,1500000,0,10,2,680410,517436,162974,23.95,"10","5",LOW
IN,생산,45825,45825,0,20,35,229143,194551,34592,15.1,"10","6",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"10","5",LOW
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"10","5",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"10","5",LOW
IN,생산,94412,94412,0,20,60,263480,248999,14481,5.5,"10","6",WARNING
IN,생산,85050,85050,0,20,60,230524,211757,18767,8.14,"10","6",WARNING
IN,생산,79537,79537,0,20,70,226216,187441,38775,17.14,"10","6",WARNING
IN,생산,61775,61775,0,20,80,221564,175756,45808,20.67,"10","6",WARNING
IN,생산,12408,12408,0,20,455,20794,17520,3274,15.74,"10","7",WARNING
IN,생산,11178,11178,0,20,455,21710,17156,4554,20.98,"10","6",WARNING
IN,생산,10453,10453,0,20,525,17850,16105,1745,9.78,"10","7",WARNING
OUT,폐기,344,10453,0,20,525,17850,16105,1745,9.78,"10","2",HIGH
IN,생산,8119,8119,0,20,595,17167,15292,1875,10.92,"10","7",WARNING
OUT,폐기,287,8119,0,20,595,17167,15292,1875,10.92,"10","2",HIGH
IN,생산,11653,11653,0,20,475,450470,374442,76028,16.88,"10","7",LOW
IN,생산,10277,10497,0,20,475,442526,344750,97776,22.09,"10","7",LOW
IN,생산,9817,9817,0,20,545,430346,328042,102304,23.77,"10","7",LOW
IN,생산,7624,7624,0,20,615,440790,367894,72896,16.54,"10","7",LOW
OUT,판매,966,1079,113,30,4950,43776,36605,7171,16.38,"10","4",LOW
IN,생산,1079,1079,113,30,4950,43776,36605,7171,16.38,"10","7",LOW
OUT,판매,855,972,117,30,4950,41184,32896,8288,20.12,"10","6",LOW
IN,생산,972,972,117,30,4950,41184,32896,8288,20.12,"10","7",LOW
OUT,판매,794,909,115,30,5650,43301,35882,7419,17.13,"10","1",LOW
IN,생산,909,909,115,30,5650,43301,35882,7419,17.13,"10","7",LOW
OUT,판매,573,706,133,30,6350,42284,36873,5411,12.8,"10","6",LOW
IN,생산,706,706,133,30,6350,42284,36873,5411,12.8,"10","7",LOW
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"10","7",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"10","7",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"10","7",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"10","7",WARNING
IN,생산,45825,45825,0,20,35,229143,194551,34592,15.1,"10","7",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"10","5",LOW
IN,생산,94412,94412,0,20,60,263480,248999,14481,5.5,"10","1",WARNING
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"10","6",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"10","5",LOW
IN,생산,85050,85050,0,20,60,230524,211757,18767,8.14,"10","7",WARNING
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"10","5",LOW
IN,생산,79537,79537,0,20,70,226216,187441,38775,17.14,"10","7",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"10","5",LOW
IN,생산,61775,61775,0,20,80,221564,175756,45808,20.67,"10","1",WARNING
IN,생산,12408,12408,0,20,455,20794,17520,3274,15.74,"10","1",WARNING
IN,생산,11178,11178,0,20,455,21710,17156,4554,20.98,"10","7",WARNING
IN,생산,10453,10453,0,20,525,17850,16105,1745,9.78,"10","1",WARNING
IN,생산,8119,8119,0,20,595,17167,15292,1875,10.92,"10","1",WARNING
IN,생산,11653,11653,0,20,475,450470,374442,76028,16.88,"10","1",LOW
IN,생산,10497,10497,0,20,475,442526,344750,97776,22.09,"10","1",LOW
IN,생산,9817,9817,0,20,545,430346,328042,102304,23.77,"10","1",LOW
IN,생산,7624,7624,0,20,615,440790,367894,72896,16.54,"10","1",LOW
OUT,판매,880,1079,199,30,4950,43776,36605,7171,16.38,"10","2",LOW
IN,생산,1079,1079,199,30,4950,43776,36605,7171,16.38,"10","1",LOW
OUT,판매,861,972,111,30,4950,41184,32896,8288,20.12,"10","2",LOW
IN,생산,972,972,111,30,4950,41184,32896,8288,20.12,"10","1",LOW
OUT,판매,780,909,125,30,5650,43301,35882,7419,17.13,"10","7",LOW
IN,생산,905,909,125,30,5650,43301,35882,7419,17.13,"10","1",LOW
OUT,판매,567,706,139,30,6350,42284,36873,5411,12.8,"10","3",LOW
IN,생산,706,706,139,30,6350,42284,36873,5411,12.8,"10","1",LOW
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"10","2",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"10","2",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"10","2",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"10","2",WARNING
IN,생산,45825,45825,0,20,35,229143,194551,34592,15.1,"10","2",WARNING
IN,생산,94412,94412,0,20,60,263480,248999,14481,5.5,"10","2",WARNING
IN,생산,85050,85050,0,20,60,230524,211757,18767,8.14,"10","2",WARNING
IN,생산,79537,79537,0,20,70,226216,187441,38775,17.14,"10","2",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"10","7",LOW
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"10","7",LOW
IN,구매,1000000,1000000,0,10,1,406612,365147,41465,10.2,"10","7",LOW
IN,생산,61775,61775,0,20,80,221564,175756,45808,20.67,"10","2",WARNING
IN,생산,12408,12408,0,20,455,20794,17520,3274,15.74,"10","3",WARNING
IN,생산,11178,11178,0,20,455,21710,17156,4554,20.98,"10","3",WARNING
IN,생산,10453,10453,0,20,525,17850,16105,1745,9.78,"10","3",WARNING
IN,생산,8119,8119,0,20,595,17167,15292,1875,10.92,"10","3",WARNING
IN,생산,11653,11653,0,20,475,450470,374442,76028,16.88,"10","3",LOW
IN,생산,10497,10497,0,20,475,442526,344750,97776,22.09,"10","3",LOW
IN,생산,9817,9817,0,20,545,430346,328042,102304,23.77,"10","4",LOW
IN,생산,7624,7624,0,20,615,440790,367894,72896,16.54,"10","3",LOW
OUT,판매,967,1079,112,30,4950,43776,36605,7171,16.38,"10","7",LOW
IN,생산,1079,1079,112,30,4950,43776,36605,7171,16.38,"10","3",LOW
OUT,판매,872,972,100,30,4950,41184,32896,8288,20.12,"10","7",LOW
IN,생산,972,972,100,30,4950,41184,32896,8288,20.12,"10","3",LOW
OUT,판매,766,909,143,30,5650,43301,35882,7419,17.13,"10","1",LOW
IN,생산,909,909,143,30,5650,43301,35882,7419,17.13,"10","3",LOW
OUT,판매,587,706,119,30,6350,42284,36873,5411,12.8,"10","6",LOW
IN,생산,706,706,119,30,6350,42284,36873,5411,12.8,"10","3",LOW
IN,구매,1500000,1500000,0,10,2,680410,517436,162974,23.95,"10","1",LOW
IN,생산,45825,45825,0,20,35,229143,194551,34592,15.1,"10","3",WARNING
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"10","1",WARNING
IN,생산,94415,94415,0,20,60,263480,248999,14481,5.5,"10","3",WARNING
IN,구매,500000,500000,0,10,6,673811,609813,63998,9.5,"10","1",LOW
IN,생산,85050,85050,0,20,60,230524,211757,18767,8.14,"10","4",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"10","1",LOW
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"10","2",WARNING
IN,생산,79540,79540,0,20,70,226216,187441,38775,17.14,"10","4",WARNING
IN,생산,61775,61775,0,20,80,221564,175756,45808,20.67,"10","3",WARNING
IN,생산,12411,12411,0,20,455,20794,17520,3274,15.74,"10","3",WARNING
IN,생산,11178,11178,0,20,455,21710,17156,4554,20.98,"10","4",WARNING
IN,생산,10456,10456,0,20,525,17850,16105,1745,9.78,"10","4",WARNING
IN,생산,8119,8119,0,20,595,17167,15292,1875,10.92,"10","4",WARNING
IN,생산,11655,11655,0,20,475,450470,374442,76028,16.88,"10","4",LOW
IN,생산,10501,10501,0,20,475,442526,344750,97776,22.09,"10","4",LOW
IN,생산,9819,9819,0,20,545,430346,328042,102304,23.77,"10","4",LOW
IN,생산,7629,7629,0,20,615,440790,367894,72896,16.54,"10","4",LOW
OUT,판매,889,1079,190,30,4950,43776,36605,7171,16.38,"10","1",LOW
IN,생산,1079,1079,190,30,4950,43776,36605,7171,16.38,"10","4",LOW
OUT,판매,814,972,158,30,4950,41184,32896,8288,20.12,"10","7",LOW
IN,생산,972,972,158,30,4950,41184,32896,8288,20.12,"10","4",LOW
OUT,판매,811,909,98,30,5650,43301,35882,7419,17.13,"10","5",LOW
IN,생산,909,909,98,30,5650,43301,35882,7419,17.13,"10","4",LOW
OUT,판매,628,706,78,30,6350,42284,36873,5411,12.8,"10","3",LOW
IN,생산,706,706,78,30,6350,42284,36873,5411,12.8,"10","4",LOW
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"10","4",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"10","4",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"10","4",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"10","4",WARNING
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"10","4",LOW
IN,생산,52387,52387,0,20,35,229143,194551,34592,15.1,"10","4",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"10","3",LOW
IN,생산,81462,81462,0,20,60,263480,248999,14481,5.5,"10","4",WARNING
IN,생산,89687,89687,0,20,60,230524,211757,18767,8.14,"10","4",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"10","2",LOW
IN,생산,111650,111650,0,20,70,226216,187441,38775,17.14,"10","4",WARNING
IN,생산,83912,83912,0,20,80,221564,175756,45808,20.67,"10","4",WARNING
IN,생산,10706,10706,0,20,455,20794,17520,3274,15.74,"10","4",WARNING
IN,생산,11787,11787,0,20,455,21710,17156,4554,20.98,"10","4",WARNING
IN,생산,14674,14674,0,20,525,17850,16105,1745,9.78,"10","5",WARNING
IN,생산,11028,11028,0,20,595,17167,15292,1875,10.92,"10","4",WARNING
IN,생산,9814,10054,0,20,475,450470,374442,76028,16.88,"10","5",LOW
IN,생산,11070,11070,0,20,475,442526,344750,97776,22.09,"10","5",LOW
IN,생산,13780,13780,0,20,545,430346,328042,102304,23.77,"10","5",LOW
IN,생산,10357,10357,0,20,615,440790,367894,72896,16.54,"10","5",LOW
OUT,판매,790,931,141,30,4950,43776,36605,7171,16.38,"10","6",LOW
IN,생산,931,931,141,30,4950,43776,36605,7171,16.38,"10","5",LOW
OUT,판매,907,1025,118,30,4950,41184,32896,8288,20.12,"10","3",LOW
IN,생산,1025,1025,118,30,4950,41184,32896,8288,20.12,"10","5",LOW
OUT,판매,1043,1276,233,30,5650,43301,35882,7419,17.13,"10","2",LOW
IN,생산,1276,1276,233,30,5650,43301,35882,7419,17.13,"10","5",LOW
OUT,판매,821,959,131,30,6350,42284,36873,5411,12.8,"10","6",LOW
IN,생산,952,959,131,30,6350,42284,36873,5411,12.8,"10","5",LOW
IN,생산,52387,52387,0,20,35,229143,194551,34592,15.1,"10","6",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"10","3",LOW
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"10","4",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"10","3",LOW
IN,생산,81462,81462,0,20,60,263480,248999,14481,5.5,"10","5",WARNING
IN,생산,89687,89687,0,20,60,230524,211757,18767,8.14,"10","5",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"10","3",LOW
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"10","3",LOW
IN,생산,111650,111650,0,20,70,226216,187441,38775,17.14,"10","5",WARNING
IN,구매,500000,500000,0,10,12,336958,269808,67150,19.93,"10","4",LOW
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"10","4",WARNING
IN,생산,83912,83912,0,20,80,221564,175756,45808,20.67,"10","5",WARNING
IN,생산,10706,10706,0,20,455,20794,17520,3274,15.74,"10","5",WARNING
IN,생산,11787,11787,0,20,455,21710,17156,4554,20.98,"10","6",WARNING
IN,생산,14674,14674,0,20,525,17850,16105,1745,9.78,"10","6",WARNING
IN,생산,11028,11028,0,20,595,17167,15292,1875,10.92,"10","6",WARNING
IN,생산,10054,10054,0,20,475,450470,374442,76028,16.88,"10","6",LOW
IN,생산,11070,11070,0,20,475,442526,344750,97776,22.09,"10","6",LOW
IN,생산,13780,13780,0,20,545,430346,328042,102304,23.77,"10","6",LOW
IN,생산,10357,10357,0,20,615,440790,367894,72896,16.54,"10","6",LOW
OUT,판매,816,931,115,30,4950,43776,36605,7171,16.38,"10","4",LOW
IN,생산,931,931,115,30,4950,43776,36605,7171,16.38,"10","6",LOW
OUT,판매,865,1025,160,30,4950,41184,32896,8288,20.12,"10","4",LOW
IN,생산,1025,1025,160,30,4950,41184,32896,8288,20.12,"10","6",LOW
OUT,판매,1052,1276,224,30,5650,43301,35882,7419,17.13,"10","2",LOW
IN,생산,1276,1276,224,30,5650,43301,35882,7419,17.13,"10","6",LOW
OUT,판매,847,959,112,30,6350,42284,36873,5411,12.8,"10","2",LOW
IN,생산,959,959,112,30,6350,42284,36873,5411,12.8,"10","6",LOW
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"10","6",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"10","6",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"10","6",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"10","6",WARNING
IN,구매,1500000,1500000,0,10,2,680410,517436,162974,23.95,"10","5",LOW
IN,생산,52387,52387,0,20,35,229143,194551,34592,15.1,"10","6",WARNING
IN,생산,81462,81462,0,20,60,263480,248999,14481,5.5,"10","6",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"10","4",LOW
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"10","5",LOW
IN,생산,89687,89687,0,20,60,230524,211757,18767,8.14,"10","6",WARNING
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"10","4",LOW
IN,생산,111650,111650,0,20,70,226216,187441,38775,17.14,"10","6",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"10","4",LOW
IN,생산,83912,83912,0,20,80,221564,175756,45808,20.67,"10","7",WARNING
IN,생산,10706,10706,0,20,455,20794,17520,3274,15.74,"10","6",WARNING
IN,생산,11787,11787,0,20,455,21710,17156,4554,20.98,"10","7",WARNING
IN,생산,14674,14674,0,20,525,17850,16105,1745,9.78,"10","7",WARNING
IN,생산,11028,11028,0,20,595,17167,15292,1875,10.92,"10","1",WARNING
IN,생산,10054,10054,0,20,475,450470,374442,76028,16.88,"10","7",LOW
IN,생산,11070,11070,0,20,475,442526,344750,97776,22.09,"10","7",LOW
IN,생산,13780,13780,0,20,545,430346,328042,102304,23.77,"10","7",LOW
IN,생산,10224,10357,0,20,615,440790,367894,72896,16.54,"10","7",LOW
OUT,판매,833,931,98,30,4950,43776,36605,7171,16.38,"10","3",LOW
IN,생산,931,931,98,30,4950,43776,36605,7171,16.38,"10","7",LOW
OUT,판매,908,1025,117,30,4950,41184,32896,8288,20.12,"10","7",LOW
IN,생산,1025,1025,117,30,4950,41184,32896,8288,20.12,"10","7",LOW
OUT,판매,1143,1276,133,30,5650,43301,35882,7419,17.13,"10","1",LOW
IN,생산,1276,1276,133,30,5650,43301,35882,7419,17.13,"10","7",LOW
OUT,판매,835,959,124,30,6350,42284,36873,5411,12.8,"10","4",LOW
IN,생산,959,959,124,30,6350,42284,36873,5411,12.8,"10","7",LOW
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"10","1",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"10","1",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"10","1",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"10","1",WARNING
IN,생산,52387,52387,0,20,35,229143,194551,34592,15.1,"10","2",WARNING
IN,구매,1000000,1000000,0,10,1,406612,365147,41465,10.2,"10","7",LOW
IN,생산,81462,81462,0,20,60,263480,248999,14481,5.5,"10","2",WARNING
IN,생산,89687,89687,0,20,60,230524,211757,18767,8.14,"10","2",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"10","1",LOW
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"10","1",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"10","1",LOW
IN,생산,111650,111650,0,20,70,226216,187441,38775,17.14,"10","3",WARNING
IN,생산,83912,83912,0,20,80,221564,175756,45808,20.67,"10","2",WARNING
IN,생산,10706,10706,0,20,455,20794,17520,3274,15.74,"10","3",WARNING
IN,생산,11434,11787,0,20,455,21710,17156,4554,20.98,"10","2",WARNING
IN,생산,14674,14674,0,20,525,17850,16105,1745,9.78,"10","3",WARNING
IN,생산,11028,11028,0,20,595,17167,15292,1875,10.92,"10","3",WARNING
IN,생산,10054,10054,0,20,475,450470,374442,76028,16.88,"10","3",LOW
IN,생산,11070,11070,0,20,475,442526,344750,97776,22.09,"10","3",LOW
IN,생산,13780,13780,0,20,545,430346,328042,102304,23.77,"10","3",LOW
IN,생산,10357,10357,0,20,615,440790,367894,72896,16.54,"10","3",LOW
OUT,판매,752,931,179,30,4950,43776,36605,7171,16.38,"10","4",LOW
IN,생산,931,931,179,30,4950,43776,36605,7171,16.38,"10","3",LOW
OUT,판매,822,1025,203,30,4950,41184,32896,8288,20.12,"10","1",LOW
IN,생산,1025,1025,203,30,4950,41184,32896,8288,20.12,"10","3",LOW
IN,생산,1276,1276,248,30,5650,43301,35882,7419,17.13,"10","3",LOW
OUT,판매,1028,1276,248,30,5650,43301,35882,7419,17.13,"10","7",LOW
OUT,판매,836,959,123,30,6350,42284,36873,5411,12.8,"10","1",LOW
IN,생산,959,959,123,30,6350,42284,36873,5411,12.8,"10","3",LOW
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"10","3",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"10","3",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"10","3",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"10","3",WARNING
IN,생산,52390,52390,0,20,35,229143,194551,34592,15.1,"10","3",WARNING
IN,생산,81465,81465,0,20,60,263480,248999,14481,5.5,"10","3",WARNING
IN,생산,89690,89690,0,20,60,230524,211757,18767,8.14,"10","3",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"10","2",LOW
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"10","1",LOW
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"10","1",LOW
IN,생산,111650,111650,0,20,70,226216,187441,38775,17.14,"10","3",WARNING
IN,생산,83915,83915,0,20,80,221564,175756,45808,20.67,"10","3",WARNING
IN,생산,10709,10709,0,20,455,20794,17520,3274,15.74,"10","4",WARNING
IN,생산,11790,11790,0,20,455,21710,17156,4554,20.98,"10","3",WARNING
IN,생산,14674,14674,0,20,525,17850,16105,1745,9.78,"10","4",WARNING
IN,생산,11031,11031,0,20,595,17167,15292,1875,10.92,"10","4",WARNING
IN,생산,10058,10058,0,20,475,450470,374442,76028,16.88,"10","4",LOW
IN,생산,11070,11070,0,20,475,442526,344750,97776,22.09,"10","4",LOW
IN,생산,13784,13784,0,20,545,430346,328042,102304,23.77,"10","4",LOW
IN,생산,10212,10358,0,20,615,440790,367894,72896,16.54,"10","4",LOW
OUT,판매,745,931,186,30,4950,43776,36605,7171,16.38,"10","1",LOW
IN,생산,931,931,186,30,4950,43776,36605,7171,16.38,"10","4",LOW
OUT,판매,841,1025,184,30,4950,41184,32896,8288,20.12,"10","3",LOW
IN,생산,1025,1025,184,30,4950,41184,32896,8288,20.12,"10","4",LOW
OUT,판매,1022,1276,254,30,5650,43301,35882,7419,17.13,"10","7",LOW
IN,생산,1276,1276,254,30,5650,43301,35882,7419,17.13,"10","4",LOW
OUT,판매,808,959,151,30,6350,42284,36873,5411,12.8,"10","7",LOW
IN,생산,959,959,151,30,6350,42284,36873,5411,12.8,"10","4",LOW
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"10","4",LOW
IN,구매,1500000,1500000,0,10,2,680410,517436,162974,23.95,"10","2",LOW
IN,생산,50487,50487,0,20,35,229143,194551,34592,15.1,"10","4",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"10","2",LOW
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"10","3",WARNING
IN,생산,83037,83037,0,20,60,263480,248999,14481,5.5,"10","4",WARNING
IN,구매,500000,500000,0,10,6,673811,609813,63998,9.5,"10","3",LOW
IN,생산,102200,102200,0,20,60,230524,211757,18767,8.14,"10","4",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"10","3",LOW
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"10","2",WARNING
IN,생산,89600,89600,0,20,70,226216,187441,38775,17.14,"10","4",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"10","2",LOW
IN,생산,78575,78575,0,20,80,221564,175756,45808,20.67,"10","4",WARNING
IN,생산,10913,10913,0,20,455,20794,17520,3274,15.74,"10","5",WARNING
IN,생산,13432,13432,0,20,455,21710,17156,4554,20.98,"10","5",WARNING
IN,생산,11776,11776,0,20,525,17850,16105,1745,9.78,"10","5",WARNING
IN,생산,9999,10327,0,20,595,17167,15292,1875,10.92,"10","4",WARNING
IN,생산,10249,10249,0,20,475,450470,374442,76028,16.88,"10","5",LOW
IN,생산,12614,12614,0,20,475,442526,344750,97776,22.09,"10","5",LOW
IN,생산,11059,11059,0,20,545,430346,328042,102304,23.77,"10","5",LOW
IN,생산,9698,9698,0,20,615,440790,367894,72896,16.54,"10","5",LOW
OUT,판매,812,949,137,30,4950,43776,36605,7171,16.38,"10","1",LOW
IN,생산,949,949,137,30,4950,43776,36605,7171,16.38,"10","5",LOW
OUT,판매,1008,1168,160,30,4950,41184,32896,8288,20.12,"10","4",LOW
IN,생산,1168,1168,160,30,4950,41184,32896,8288,20.12,"10","5",LOW
OUT,판매,896,1024,128,30,5650,43301,35882,7419,17.13,"10","7",LOW
IN,생산,1024,1024,128,30,5650,43301,35882,7419,17.13,"10","5",LOW
OUT,판매,784,898,114,30,6350,42284,36873,5411,12.8,"10","1",LOW
IN,생산,898,898,114,30,6350,42284,36873,5411,12.8,"10","5",LOW
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"10","5",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"10","5",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"10","5",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"10","5",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"10","5",LOW
IN,구매,1500000,1500000,0,10,2,680410,517436,162974,23.95,"10","5",LOW
IN,구매,1000000,1000000,0,10,1,406612,365147,41465,10.2,"10","5",LOW
IN,구매,500000,500000,500000,40,80,7847792,6422197,1425595,18.17,"10","5",LOW
IN,구매,500000,500000,500000,40,80,7859902,7235757,624145,7.94,"10","5",LOW
IN,구매,400000,400000,400000,40,90,6198412,5001757,1196655,19.31,"10","5",LOW
IN,구매,400000,400000,400000,40,100,6215619,4708269,1507350,24.25,"10","5",LOW
