"INSPECTION_TYPE","TARGET_TYPE","INSPECTION_RESULT","INSPECTION_REASON","INSPECTION_MONTH","INSPECTION_WEEKDAY","RISK_LEVEL"
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,부적합,현장 확인 후 즉시 조치,"11","2",WARNING
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,부적합,청소 및 재점검 실시,"11","2",WARNING
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,부적합,현장 확인 후 즉시 조치,"11","2",WARNING
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,부적합,청소 및 재점검 실시,"11","4",WARNING
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,부적합,현장 확인 후 즉시 조치,"11","4",WARNING
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,부적합,청소 및 재점검 실시,"11","4",WARNING
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,부적합,청소 및 재점검 실시,"11","4",WARNING
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WORKPLACE,적합,정상,"11","4",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,부적합,현장 확인 후 즉시 조치,"11","6",WARNING
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WORKPLACE,적합,정상,"11","6",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,부적합,청소 및 재점검 실시,"11","2",WARNING
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,부적합,청소 및 재점검 실시,"11","2",WARNING
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WORKPLACE,적합,정상,"11","2",NORMAL
GHP,WAREHOUSE,적합,정상,"10","2",NORMAL
GHP,WAREHOUSE,적합,정상,"10","2",NORMAL
GHP,WAREHOUSE,적합,정상,"10","2",NORMAL
GHP,WAREHOUSE,적합,정상,"10","2",NORMAL
GHP,WAREHOUSE,적합,정상,"10","2",NORMAL
GHP,WAREHOUSE,적합,정상,"10","2",NORMAL
GHP,WAREHOUSE,적합,정상,"10","2",NORMAL
GHP,WAREHOUSE,적합,정상,"10","2",NORMAL
GHP,WAREHOUSE,적합,정상,"10","2",NORMAL
GHP,WAREHOUSE,적합,정상,"10","2",NORMAL
GHP,WAREHOUSE,적합,정상,"10","2",NORMAL
GHP,WAREHOUSE,적합,정상,"10","2",NORMAL
GHP,WORKPLACE,적합,정상,"10","2",NORMAL
GHP,WORKPLACE,적합,정상,"10","2",NORMAL
GHP,WORKPLACE,적합,정상,"10","2",NORMAL
GHP,WORKPLACE,적합,정상,"10","2",NORMAL
GHP,WORKPLACE,적합,정상,"10","2",NORMAL
GHP,WORKPLACE,적합,정상,"10","2",NORMAL
GHP,WORKPLACE,적합,정상,"10","2",NORMAL
GHP,WORKPLACE,적합,정상,"10","2",NORMAL
GHP,WORKPLACE,적합,정상,"10","2",NORMAL
GHP,WORKPLACE,적합,정상,"10","2",NORMAL
GHP,WORKPLACE,적합,정상,"10","2",NORMAL
GHP,WORKPLACE,적합,정상,"10","2",NORMAL
GHP,WORKPLACE,적합,정상,"10","2",NORMAL
GHP,WORKPLACE,적합,정상,"10","2",NORMAL
GHP,WORKPLACE,적합,정상,"10","2",NORMAL
GHP,WORKPLACE,적합,정상,"10","2",NORMAL
GHP,WORKPLACE,적합,정상,"10","2",NORMAL
GHP,WORKPLACE,적합,정상,"10","2",NORMAL
GHP,WORKPLACE,적합,정상,"10","2",NORMAL
GHP,WORKPLACE,적합,정상,"10","2",NORMAL
GHP,WAREHOUSE,적합,정상,"10","4",NORMAL
GHP,WAREHOUSE,적합,정상,"10","4",NORMAL
GHP,WAREHOUSE,적합,정상,"10","4",NORMAL
GHP,WAREHOUSE,적합,정상,"10","4",NORMAL
